id,text,label,sentiment
1060,The new update is awful. I have to do so many extra clicks to perform basic operations like moving tasks to different days. Multi-select doesn't work any more and the widget is totally broken. Rescheduling anything from the widget locks it up completely.,0,negative
2355,"This app is exceptionally great. I wanted to shift on Google tasks due to it's integration all over the place but this app is also cross platform compatible. TickTick is 1-2 steps away of being the ultimate app for daily task, habit management tool.",2,positive
24251,my party is wiped out they be all dead and stuff,0,negative
23345,still eatin lunch.....n readin comments about last nite....da best comment i receive was 'You really brought Anne to life!',2,positive
1813, yeah dude. Mike is out,1,neutral
16637, dear ITTO what could possibly be THAT bad? Xo,1,neutral
25038,"Finally made it through Dead Space, that only took half a year",1,neutral
5177,I can't sign in neither with my google account nor with gmail. should I do something to be able to do that? or it's just a bug?,2,positive
27212,_com All breaking news will be tweeted here I hope  welcome to twitter!,2,positive
16100," Wow Christa, that`s incredibly sweeeet! Me want one 2  !!!  If you get a sec, check out my app for merch asst ... I RULE!  LOL!!!",2,positive
14289, don`t get impatient! for what? you have already sinned: strawberries with milk and sugar,0,negative
744,Flap-a-taco was nice until the plebs came in.,0,negative
25577,Ok this is a lot more boring then I thought  and matt has me on lockdown bc of moolah...,0,negative
1435,Unanticipated thunderstorm quashed camping trip,0,negative
13857, my knee is hurting so bad im limping...so we get to suffer through work together,0,negative
1485,"I think it's a bit silly that reminders & labels are premium features, but other than that: great app!",2,positive
6635, Have a great day..... if the rain keeps up I may go swimming instead of dining here,2,positive
1142,is wondering what I did to get on the 'do not respond' list,1,neutral
6844,Good premise. Just doesn't sync with any calendars. Unhelpful guide,1,neutral
4582,"I've been using Loop but got a little frustrated with it because of a 
couple of glitches. The free version of HabitBull only lets you track 5 
habits and has a complex format. I like the layout of Loop much better and 
will be sticking with it despite the few problems.",1,neutral
3469,Hi! I have mailed you in detail about the problem I am facing on my Moto G5 Plus. I hope it will be resolved.,0,negative
7038,Greg Pritchard was ROBBED of a place in the final of BGT... Cry baby ****-face got through instead,0,negative
4540,Little brothers being funny  Congrats on the engagement http://tinyurl.com/cv5nw8,2,positive
9043, aweee im sorry  but deep down u know i love ya!,1,neutral
9115,Don't have any options to manage daily expenses,1,neutral
25539,95 degrees and a crappy a/c,0,negative
9494,don't bother with this planner app. there are lots of other apps that do the same thing. this app has intrusive ads thats pop up at random. if you close the app and open a different app planner pro will open a pop up on the new app your using. seriously don't even bother with this BS,0,negative
8546,"This is the closest app I've found since my last upgrade & lost a similar app. Best thing about it, it's VERY user friendly & everythings right at my fingertips. I'm still getting used to it, but loving it so far! I have only one change I'd like to see. I love how I can change the arrangement in my lists, could you make it so I can change the arrangement of my catagories as well. Thank you & I hope I don't loose this one when it comes time to upgrade!",2,positive
6430, you can explore the site 2 and find cool stuff,2,positive
115,So many tests todayyy  I don`t feel confident about anyy.,0,negative
4215,"App didn't sync at all !!! I lost almost 6 months and it turned out all users had the same issue and requested a refund, I need my money or solve it now this is cheating",0,negative
26401,Happy Mother`s day to MOMMY,2,positive
19612,It is so annoying when she starts typing on her computer in the middle of the night!,0,negative
914,_me Thanks! Kinda bittersweet though,1,neutral
17017,I`m soooooooo hungry right now. DH is still not home.,1,neutral
6301,wow...you leave facebook alone for the weekend and get 60 new notifications. WHEW!,2,positive
2772,"There are bugs that break the immersion for me. It's not as responsive as it looks, and the design should be worked out in the app. To complete a challenge, I need to post my goal on the chat, fine. But then I cannot access the chat room through the app, and I need to use the browser for that. Please improve the user xp.",1,neutral
6152,Bigger fonts at widget plz!! Connect One Drive with to do & Outlook Calendar too !!!!,1,neutral
11737,is soooo hungry right now! Why is it not lunch time!,0,negative
23377,wants to hang out with friends SOON!,2,positive
10489,"Awesome viral marketing for ""Funny People"" http://www.nbc.com/yo-teach/",2,positive
4127,Hoping that this will just heal on it`s own because anything I put on it just makes it worse. Owww,1,neutral
19173," cool, never heard of that in ny   http://myloc.me/21uF",1,neutral
27254, What`s for dinner?,1,neutral
17925,I need some plugs. for real. my ears want to stretch. and I have no money,0,negative
27198,  Cloud Croatian Apartments,1,neutral
303,"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now",1,neutral
14713,says everyone was busy  http://plurk.com/p/rou4v,1,neutral
7516,New version of time tune is difficult to use please upgrade it,1,neutral
14602,"300 updates  actually 13,527  lol",1,neutral
15083,god opened the clouds and said i hate you josh,0,negative
4870,"Any app made well and affective for the needs of the many should be free of limited access and ability, to help them actually acjhieve the goals they have set, like limit 3-5 habits to track...Go PREMIUM and you go for as many goals as you want, hhhmmmm, anyone catching the psychological aspect of limiting a person by a marketing suggestion? It's cool, the app functioms as it should, i t is us as humans that need to work... GodSpeed",2,positive
7067, tegan and sara fan? follow them ,1,neutral
23926, I might give it another go.,2,positive
21295,Goodnight all,2,positive
15068, How about SUSE?,1,neutral
11162,just drove with my mom and brynn. my mom said im the worst driver EVER...really??,0,negative
7839,no new tubas until  4th  of july weekend,1,neutral
21304,"Making a video for HitRecord... hope it comes out well, it`ll be my first record",2,positive
12693, isn`t a bit of little britain in all of us?,1,neutral
7118,"  I love you, though!",2,positive
11207,_Guy Just like me )))) No i must confess one dark side of me is that i can be sometimes stubborn + iï¿½m a little morning grouch,0,negative
2561,Senior ball was hella fun!!!  good night!!!,2,positive
5670,"This app keeps on signing me out and asking for my password, and then when I put it in it says it's wrong! Wunderlist was so much better!",0,negative
362,I have nothing witty to say,1,neutral
16702, My son is back at school today - feeling much better. He wasn`t too sick...he didn`t stop eating!,2,positive
22455,"trying to get used to twitter, i have a cold",1,neutral
219,"The actual free version doesn't allow you anything, not even to learn how to use the app properly. That role is filled by 7 days of free premium. The free, on the description, is a lie. Is a paid-only app with temporary free access to its full features that gets practically useless after the 7-day trial. If you can get past that sort of business practice to actually try it I think the app may be great, but I don't like to be lied to. Edit: I opted for TicTic after some experiments.",0,negative
20877," GAAAAAAASP I didn`t know it will be the final one!!  Sad, I`ve been reading those books for years",0,negative
2918," Pics? Ah, I`ll probably see you at work at some point... Hopefully b4 it grows out too much",2,positive
19744, imma talk to ya later ishi goodnight kid,2,positive
7421,Up and packing. Its the last day of youth camp,1,neutral
16130,I actually got a bit of a tan today haha sadly will be working all weekend won`t get a chance to enjoy the glorious sunrays boo,1,neutral
24101, AHHHHHHH!!!!! its my 16th birthday  And i cant belive i found out im seeing yous tonight  Best present everr!!! <333333333,0,negative
527,Unfortunately Tic Tick is better app for me 😑.,1,neutral
13008, Sadly no robot songs in my library.,0,negative
5912,"Disappointing and unreliable. It's sad to see this app struggles to be as great as its predecessor: Wunderlist. If you set a daily reminder and one day forget to mark it as complete, the app will not remind you again about it. If the due date and reminder date are different you will not be reminded about the task. I don't care if I'm receiving a notification about a thing I had to do 3 weeks ago I just wanna be reminded. No one is this strict with dates. I hope this helps improve the app.",1,neutral
15127," **** dude... dia 06, 20 e 27 eu tenho curso na DRC  flash expert...",0,negative
18715,i really need a skateboard  ........,1,neutral
4717,Awesome App that has really kept me on track. I just wish there was some type of reward system once you've reached your goal. I think regular reminders (perhaps with some form of motivation attached to it) would also encourage discipline and drive.,2,positive
3516,The app is good but it automatically exits after a while and just doesn't open after.I have to uninstall and reinstall again and again. It gets tiring after a while.,0,negative
1834, maybe cause you look so innocent,1,neutral
1451,"Taking off a star because I'm not sure where else to give feedback about the update. I'm not a fan of having to click the drop-down box in the corner in order to select multiple tasks at once. Especially because the task selection mode expires each time I make a single change to the selected tasks, requiring me to then go into the drop-down menu again to and then re-select all of the tasks I just selected. I really liked before how I could just select multiple tasks and make multiple changes to them at once in a few clicks. I know this change was made to allow easy re-ordering of tasks, although I don't find this particularly helpful because I don't typically re-order my tasks. I would prefer that this is changed back or some kind of compromise is made so that it isn't so cumbersome to edit multiple tasks at once.",2,positive
2027,In bed with 2 girls,1,neutral
14635, is work next door sucking again,0,negative
5108, Good morning to you. Hope you have a nice productive day,2,positive
3818,"I love the app so I decided to install it again to keep up with school work, it works amazing but my screen is very dark, my phone brightness is all the way up but the app isnt bright but instead very dark. This has never happened before. How do I fix this?",2,positive
3260,Happy Mother`s Day!  http://tinyurl.com/re74xc,2,positive
2233, i did a couple hours ago...ive got sun burn and its really uncomfortable,0,negative
1853,"The new notifications are useless to me. I always keep my phone on vibrate, and the old normal Android notification would vibrate my phone and notify me on my watch too. But now the new notification pops up silently and is very easy to miss. And I've tried changing the settings and nothing works. I really don't understand why not use Android's build-in notifications instead of this new thing or why is there no option to turn it off?",0,negative
2561,"After adding task to the app, it just doesn't shows up.",0,negative
9698,May the 4th be with you. Happy Star Wars Day!   http://tinyurl.com/cjamjt #starwarsday #geek #dork #fb #awesome,2,positive
23043," thank you, your dedication as a lamb is unparalleled also, all true lambs dedication is unparalleled",2,positive
9241, I expected it to be warm as usual and now I`m stuck wearing a sun dress on a cold day,0,negative
6801, I cnt get it!! its goin to ur old messages?!?  >>>> HELP?<<<<,0,negative
22015,nt online & mayb next week  if u havent voted pls do: http://bit.ly/hHigd,1,neutral
5480,Great habit tracking app. Very clean and simple interface. Fantastically elegant design. Other habit tracking apps are not as user friendly. I contacted the developers on a couple of concerns I had and they were already working on these features to be added in future updates.,2,positive
15630, you`re right about the duckies  thanks for being such a big help with wrapping & writing up!,2,positive
3961,"It`s a good day! The lake is a mirror, the kids are happy, and I get to clean the cabin today... Err two outta three ain`t bad!",2,positive
1535,This has been a dismal week.,0,negative
611,"last weekday of doing nothing, school starts next week!!!",1,neutral
3779, that`s cold,1,neutral
1209, probably not in this weather,0,negative
26874,Happy Mother`s Day to all you mother`s in Twitterville!,2,positive
18438,Almost dun choreographing the dance,1,neutral
22202,@ work.. This week some new instrumentals.. stay updated,1,neutral
3343,Getting stressed over a sortie tomorrow. And like I am really really stress..,0,negative
25717,at school right now,1,neutral
10186,"**** it, the guys aren`t at #comet09  I hope they win though",2,positive
3394,"I just bought the pro version, great app but some menus fail to load, achievements, store and so on just load continously, fixing this would be great. I reinstalled the app but it did nothing. Also random menus sometimes fail to open completely.",0,negative
4833,"I have used many habit trackers over the years, but this was the one that most suited me. It's simple and effective, and even the free version is really useful, the only drawback (for the free version) would be that you cannot track more than 5 habits, but I don't want to follow that many habits either way so it was a perfect match for me!",2,positive
2156,"_grant  Hey Donna, lovely to see you on Twitter.",2,positive
5690,"Can't add new Tasks to Top of list?? Clearly no one in Microsoft actually use To Do. If you did, you'd know that this is an extremely important and basic feature. Otherwise you add a task and it disappear to the end. I don't believe one can efficiently use a to do list without this feature.",0,negative
7121,"Today is my first real mothers day with my son actually here  he wasn`t born yet last year , can`t wait to hug him when I get home",2,positive
6897,It would be better if I could see a whole day shedule at once (maybe with applying two widgets that doesn't show the same period of time) or if I could croll time not only in the app but on the widget too.,1,neutral
5666,Had a nice chat with an old frnd... its been a while since v talked  was fun...,2,positive
14236,  'Bandwidth Limit Exceeded' on your website,1,neutral
12369, you have a plurk account too?,1,neutral
7969,"Love the app ... was able to download it to my iPhone. I went to download it to my Samsung tablet. BUT once I hit open, all I get is black screen. I uninstalled the app and reinstalled it several times and it still won't work",2,positive
3807,"A beautiful app but.. I would love an option where you dont have to set a time, you just put it on and watch the trees grow as you work and come back to your phone an hour or two hours, whenever youre done! I also found that trees die if I dont come back fast enough after my timer expires? Like if I set my timer for 1 hour and I come back in 2 Ill find the tree died, thats weird, is that a bug on my end? Beautiful app guys, I love it but those things above would have me using it more!",2,positive
20144,Great lunch at baby bulls.  Now time for work til 930.,2,positive
18857," no i didnt! i couldnt get to liverpool today, of all days!  did you?",1,neutral
14203,just got home from the City Lights show  yeahhh!,1,neutral
1065,DotA is an addiction...i waste 6-7 hours playing dota,0,negative
1292,is going to watch the two davids. yey,2,positive
16508,Good Morning  Plan for the day: Church followed by F1 & lunch at mum & dads. Then DM discussions of Star Trek!,1,neutral
2522,Path profile name is required glitch when trying to make avatar on Galaxy s10,0,negative
3179,Happy Mothers May to my Mak   Love you always! XOXO.,2,positive
2652,"Needs a VPN if you're in China. Some questionable UI and design choices, though the fundamentals work well for the most part. If you want to do anything remotely interesting then you have to pay, of course. And the subscription fees are absolutely extortionate. One month is the same price as a month of Netflix and a year is £47. A year of MS Office 365 with all of its functionality is £60... Let that sink in. I don't understand why, for relatively little, this app costs so much. Greed, I assume.",0,negative
23228, would like to swap...i`m sitting with 3 grumpies,2,positive
4802,Test discovery just missed being in Py3.1,0,negative
751,"Super app! Great layout makes it better for planning than using a standard calendar. Recurring tasks function clears so much unnecessary mental clutter, freeing up neurons to work on more passionate pursuits.",2,positive
23785,Funtime was not a lot of fun!! But finally done with it,2,positive
20669, word?? ima be there this summer....just move back with me  lol,1,neutral
1787,It won't sync tasks with google so what is the purpose? And customer support is helpless! No one knows how to communicate about the problem and they make the issue worse instead of fixing it. Wish I could give it 0 STARS.,0,negative
85,"The font is too small for me to read, with no way to change it.",0,negative
5314,_ that is not even a question. when/when is the question,1,neutral
5725,"I cannot log in my Microsoft-account. The app shows a message - ""Your password is not correct"". But I can log in my account using the PC-version of the app. How to solve this problem?",0,negative
10340,Not feeling comfortable with myself today,0,negative
4358," yes! fb, ah i miss you",0,negative
2104,Vibrates even in silent mode without vibrations (even on 485),1,neutral
7925,"well, having looked at my bruv`s exam timetable and french oral exam I feel very fortunate  now to, erm, digest my morning revision...",2,positive
7128, psh... I`m not cool enough to go to their open-houses.,0,negative
6820,"The app works with the exception of showing all events on the app. The widget show 12 (9 hours ahead and 3 hours passed.) So when one views tomorrow's schedule in the evening, the app does not show tomorrow mornings event or anything prior to 3 hours before the current time the next day. (A bit of a mouthful but those with full schedule will know what I mean)",1,neutral
26343,i cut my hand open!!!,0,negative
6185,Missing one key feature: custom sorting of lists. Otherwise quite good. Search capability is excellent.,2,positive
1099,"it's clear to me that this is the best todo app, and I've used it for a long time, but having reminders be a premium feature is just unreasonable as it's impossible to use a todo app without them. I'll be switching to TickTick.",0,negative
328, There!,1,neutral
14677, Maddie starts working? WATCH OUT WORLD!,0,negative
2341,"Oh insomnia, I hate you. I`m bored of staring at my ceiling, cano go sleepnow please?",0,negative
9111,Paid for it 2 times keeps wanting me to pay for it again,1,neutral
5432, No.  I was thinking just before how much I miss my T-Dub.,0,negative
9434,Excellent software. I was a long time user of business calendar pro. The font is a bit compressed but shows more information. Very well done. Please keep up the good efforts.,2,positive
10584,I'd say some sports writers are idiots for saying Roger Federer is one of the best ever in Tennis.  Roger Federer is THE best ever in Tennis,2,positive
10767,"exhausted, but forced into attending a lock-in",0,negative
16247,This is getting on my nerves. I cant change my pic,0,negative
5026,"I've just installed this app and will definitely play with it in the next few weeks. It really looks nice and really structured! So far my only surprise is that there's no female icon for the person. Only nuns or dancers, but not a simple female icon that doesn't do anything - just stands. Hello, is this app exclusively for men or is the icon hidden somewhere?",1,neutral
529, AWWWW  we`re gonna miss you!,0,negative
5564,Helps keep me on track with setting/establishing new goals,2,positive
16040, glad you liked the quote (Integrity...) - it was in one of my more productive moments,2,positive
14756," so wish I was there with ya, but at 6:48am Belgian time I was sleeping...time diff sucks. Take me there!",0,negative
11796,So tired and I don`t know why,0,negative
2745," nevermind....I kept reading and see ya`ll r gonna be in Williamsburg   I`ll mind my business now, lol",0,negative
2476, I don`t have a VCR...,1,neutral
3949,The statistics section needs some work,2,positive
7287,I did not understand,0,negative
396,says my new layout is so cute x) see the cuties ? hahahah  http://plurk.com/p/suqp6,2,positive
4045,"I like the app because it's just as it is described. It is very easy to adjust times for focus, tree species to plant, and the motivational messages that are showed keep me going forward. I don't the fact that the trees and music are both too expensive. other than that, not really any challenge",2,positive
13269," you drank it on the sly, didn`t you and that`s why you`re asking. I know how you are",0,negative
785,This is the best app u can customize your to do list and its reminding feature can help u not 4get any of the task u have to do and it can be much more better to have ur to do list on ur phone cz it can keep u remember ur tasks,2,positive
26949, glad to hear that    Do you have a busy day today?,2,positive
20190,it was a hard weekend. too much alcohol on these **** 'weinfest',0,negative
50,"I have used this app on my previous android and it offers awesome features. However, it's not working at all on installing on my new android Redmi Note 5. I have used this app before and I want this to be working at any cost. Pls help me to resolve this. App does not launch next morning as it should do. After I add my tasks, it just doesn't launch.",0,negative
1446,_za thanks man. I can`t wait,2,positive
8992," hahah yeah, i had the same problem. Tomorrow there is a bday dinner for Terry at 7:30 so i don`t think we`ll see the fight",0,negative
23914,waiting to go to the movies later for my 6th month. booored.,0,negative
3332,Woo hoo.  Sun outside might be able to get some sunset shots tonight...  fingers crossed!!!!,1,neutral
18522,What a bad day,0,negative
5191,  the construction lookd familar,1,neutral
4757,everything is going wrong in my ' happy day',0,negative
7536,It hard to use,1,neutral
3347,"stuck in anniston, mississippi. because we got in a car accident :\ now im scared to drive  boy drivers ed should be fun this summer D:",1,neutral
19315,"I assume nobody uses PortableApps anymore except for myself. In that case, forget what I said earlier",1,neutral
163,My modem has been offline for a week now... God bless the 3g network. Tim just left... Again!! May schedule has been brutal,0,negative
10087, too bad i dont have either,0,negative
11894," Yes, people skills and social manners are quite nice.  If you a few billion, guess you need MORE love to gently guide you.",2,positive
5101, i know  but the weather`s clearing and suppose to be nice sat and sun,2,positive
20351,170th update,1,neutral
25523,Boo Im lonely and bored,0,negative
86,Not able to set reminder of am . By default it is 'pm' and not able to select 'am',0,negative
10422,"*YAAAWN* Stayed up too late last night, still gotta work & get up super early tomorrow",1,neutral
711, Well tell me what fashion tips you need and I`m your woman  hehehe,2,positive
23283,Holy cheese sending things to the motherland is muy caro,1,neutral
12996,"_TheMovie That`s what I get for writing up my Halloween interview w/ Danielle Harris. Darn, I was too late for the contest!",0,negative
7608,My routine is not repeating,1,neutral
205,"I love the app but I wish there was a separate page for notes. (I know that you can add notes when you create a task), but I'd like to see a designated page just for notes. Other than that I never liked subscription models, I think way more people would actually buy it, myself included if it would be a one time fee.",0,negative
2020,"I don`t care about netsexor cams or the route to heaven, however, #lobster sounds super good.  I`m almost tempted to go get some.",2,positive
11334,watching miss cytheria,1,neutral
13406," Yeah it`s the Ford Focus Titanium, you only get the helicopter add on with the top-end luxury models unfortunately",0,negative
7736,Helps me to plan my day! What I'm missing: widget shows comming events only and you can't see the previous events. So when you are a bit late the widget is not helping.,2,positive
7875,i`m hungry but can`t eat anything right now because my tongue hurts so bad.,0,negative
10255,  hired all the smart monkeys for e-mail marketing...,1,neutral
13710,Dimples was in the preview... are they not on today?  It hasn`t aired here yet... via http://twib.es/CPF,1,neutral
867,Love it. Helps keep my mind monkeys on task.,2,positive
1682,Booo my best friend is leavin for the weekend. What ever will I do without her??,0,negative
10426,Shame I`ve gotto go to work,0,negative
3446,"Why s the app keeping shut down a sound all time? Even i paid for it already, still got this problem. Please fix it, i love this app.",0,negative
8809,now feels like a dork for using the wrong Ping group,0,negative
3637," Well, I do what I can for the X spammers watchin`",1,neutral
26377,Working on your birthday isn`t so bad when you get to work with Ruby on Rails,2,positive
4158,http://twitpic.com/4wkpl - Widescreen laptop + rotation + comics = Awesome.,2,positive
1955,http://twitpic.com/672s3 - What I woke up to this morning...I didn`t want to leave bed.,1,neutral
14866,Im a loner  haha suckss,0,negative
5546," That was my entire week!! I didn`t get to design once while at my GRAPHIC DESIGN job, only at home doing freelance. Sad.",0,negative
26519,Picked up Luna from the vet. She looks like she`s been crying  I`m not kidding. Her lashes are wet and she has tear trails. My poor bebe!,0,negative
22296,listening to jubey snoring on the phone  hehe goodnight,2,positive
22129,going to get waterguns from tesco today   haha.   its sunny.,1,neutral
13252, ouch  does picking your nose count?,0,negative
912,"This is a loser. Upgraded to premium without my permission for a free trial, no option in the app to return to free option. And I'm maxed out on tasks ON the premium. Will delete before I pay for premium. Prior review: Migrated from Wunderlist seamlessly. Much more cumbersome compared to Wunderlist.",0,negative
22164,_Call awww i wish i could but i have no talking minutes,1,neutral
19556, omg yes!!!!!!! but I have to get ready for work early tonight  I have payroll distribution duty,2,positive
402,needs more followers,1,neutral
10366,"Power Outage, door to freezer propped open, 3G ice cream make for slippy floor  M-er F-er!!",0,negative
10387," Thanks for the heads up, Ethan. Watching it now",2,positive
9497,This app is not worth the $6 a year. Poorly developed with several glitches.,0,negative
13134,playing machines in actinggg,1,neutral
